标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,任务类型
【影视拍摄】（急）实拍高清视频素材,https://task.epwk.com/756052/,1695人,5人,¥600,圆满完成,红人视效,要求：1、内容：拍摄蛋黄酥的详细制作流程2、注意：需要原创拍摄，禁止搬运，全国各地均可接单3、重点：有参照样片，照搬拍摄、灯光、布景（简单布景）4、交片：1080P，时长1分至3分钟，步骤清晰，时长不限5、其他：无需精剪、配音、BGM6、周期：尽快,2019-06-04,2019.06.11,任务编号：756052,600.0,"3天,3天,10天,3天,3天","浙江省-杭州市-江干区,浙江省-嘉兴市,广东省-深圳市,贵州省-黔西南布依族苗族自治州-安龙县,上海市-市辖区-宝山区",杭州一门心思影视文化有限公司,https://shop.epwk.com/rp5z490p8dx3/,,,,,,,,,,,,,,,,,,,影视拍摄
【三维动画】系统软件三维动画制作,https://task.epwk.com/755429/,1403人,1人,¥6000,圆满完成,刘轶华,系统开发行业，时间：1分钟内，为学校做一个系统，现在差了访针动画， 可以提供脚本，已谈好,2019-06-03,2019.07.03,任务编号：755429,6000.0,10天,山西省-太原市,三维动画制作产品展示主图视频全息制作,https://shop.epwk.com/2j5xo89195xm/,,,,,,,,,,,,,,,,,,,三维动画
【图片处理】帮我P一张半身正装照,https://task.epwk.com/753420/,3498人,9人,¥100,圆满完成,王牌金马,P图： 帮我P一张半身正装照，我提供我自己的照片，和 正装照 模板照片；  今日急用；  给100元奖励！,2019-05-29,2019.05.29,任务编号：753420,100.0,"1天,100天,1天,1天,1天","安徽省-合肥市-瑶海区,广东省-东莞市,浙江省-杭州市-萧山区,北京市-北京市,内蒙古-呼和浩特市-和林格尔县",爱岩文化传媒,https://shop.epwk.com/09drjv4e653w/,,,,,,,,,,,,,,,,,,,图片处理
【广告片/MV】宣传小视频拍摄,https://task.epwk.com/752583/,1370人,1人,¥2000,圆满完成,vitorru,宣传小视频拍摄，具体详细沟通,2019-05-27,2019.05.27,任务编号：752583,2000.0,1天,广东省-深圳市,森小鱼文化传播（深圳）有限公司,https://shop.epwk.com/3gd2myvryner/,,,,,,,,,,,,,,,,,,,广告片/MV
【创意短视频】男用延时用品-电商主图短视频制作,https://task.epwk.com/752404/,686人,1人,¥400,圆满完成,京世唯品zhang,“他她爱”京东自营旗舰店，主图短视频拍摄及后期剪辑制作                设计要求：                                                            1、大气、简洁、明快,2019-05-27,2019.05.27,任务编号：752404,400.0,10天,江苏省-南京市-鼓楼区,南京天音禾一影视传媒有限公司,https://shop.epwk.com/0jnekj6qjnv3/,南京天音禾一影视传媒有限公司,出售服务,https://shop.epwk.com/0jnekj6qjnv3/chushou/,企业,六品,39分,,,南京天音禾一影视传媒有限公司,,,,,,,,,,创意短视频
【创意短视频】一个一分钟的视频剪辑,https://task.epwk.com/752220/,3353人,6人,¥100,圆满完成,qq445****39,一个1分钟的视频剪辑任务，视频及背影音乐素材、文字稿已经准备好，不要求人物出镜，只剪辑合成到1分钟就行了,2019-05-26,2019.05.31,任务编号：752220,100.0,"4天,2天,1天,1天,2天","四川省-成都市-武侯区,河南省-郑州市-金水区,山东省-潍坊市-奎文区,江苏省-南京市,广东省-广州市",一维光影（四川）文化传媒有限公司,https://shop.epwk.com/qgdmj4gvqdke/,一维光影（四川）文化传媒有限公司,出售服务,https://shop.epwk.com/qgdmj4gvqdke/chushou/,企业,六品,38分,,,一维光影（四川）文化传媒有限公司,,,,,,,,,,创意短视频
【三维动画】放在网站（APP）上的过场动画,https://task.epwk.com/750816/,2044人,14人,¥1200,圆满完成,雾雨春,"设计要求：                                                            1、由紫点到一个圆，从上到下一道白光，按“秀”字轨迹闪过。                                            2、下面形成一个心形，跳动3下，然后，整体顺时针转圈。                                            3、转圈后，向左转180度（按实际弄）。形成第二图,，最后定图为图1，或图2（英文）可选？                                            4、时间短（10秒以内），文件小。                                                    知识产权说明：                                                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任微信联系，不要电话",2019-05-23,2019.06.05,任务编号：750816,1200.0,"5天,4天,5天,4天,7天,3天,2天,3天,7天,5天","广东省-广州市,上海市-市辖区-浦东新区,浙江省-杭州市,河南省-郑州市-中原区,江苏省-南京市-鼓楼区,四川省-绵阳市-三台县,广东省-湛江市,江苏省-南京市-建邺区,云南省-昆明市-市辖区,江苏省-无锡市",广州火星人动漫设计,https://shop.epwk.com/78dljem3l5lx/,广州火星人动漫设计,出售服务,https://shop.epwk.com/78dljem3l5lx/chushou/,企业,九品,36分,,,广州火星人动漫设计,,,,,,,,,,三维动画
【图片处理】找人修改图片,https://task.epwk.com/750275/,2021人,1人,¥1500,圆满完成,rw1991,10张图片修改，2张源文件修改，2张标签修改已谈好具体详谈,2019-05-22,2019.05.22,任务编号：750275,1500.0,1天,广东省-广州市-海珠区,VINSUM云厂,https://shop.epwk.com/89dvg2ze4dl2/,VINSUM云厂,出售服务,https://shop.epwk.com/89dvg2ze4dl2/chushou/,企业,三品,44分,,,VINSUM云厂,,物联网 IOT 硬件设计 硬件开发 电子嵌入式,"￥10000
            /起",工业设计 产品设计 外观造型 ID设计 3D建模 效果图制作,"￥5000
            /起",UI设计 网页设计 APPUI 小程序UI 网站UI,"￥5000
            /起",三维动画 动画制作 动画设计 3D动画制作,"￥1000
            /起",图片处理
【企业宣传片】3分钟企业宣传视频制作,https://task.epwk.com/750191/,2212人,29人,¥500,圆满完成,o5ce12a898da1e,需要一个3分钟左右的企业宣传视频工期：一周内完成,2019-05-22,2019.06.16,任务编号：750191,500.0,"2天,5天,5天,3天,10天,5天,7天,5天,7天,7天,5天,1000天","北京市-北京市-东城区,湖北省-武汉市-武昌区,江西省-赣州市-会昌县,山西省-运城市-盐湖区,广东省-揭阳市-榕城区,湖北省-武汉市,江苏省-南京市-鼓楼区,河南省-郑州市-金水区,湖南省-湘潭市-雨湖区,浙江省-温州市-苍南县,河南省-郑州市-金水区,北京市-北京市-丰台区",精灵映画工作室,https://shop.epwk.com/2j5xo83qx5xm/,精灵映画工作室,出售服务,https://shop.epwk.com/2j5xo83qx5xm/chushou/,工作室,八品,38分,,,精灵映画工作室,,,,,,,,,,企业宣传片
【创意短视频】仪器设备视频拍摄二期款,https://task.epwk.com/750167/,1255人,1人,¥10000,圆满完成,vitorru,项目：仪器设备视频拍摄：2到3分钟，总共3个仪器，2个是现成的，1个还在设计中预算：具体的价格雇主自己和技术团队详谈已谈好合作，勿联系,2019-05-22,2019.05.22,任务编号：750167,10000.0,7天,浙江省-杭州市,橡树文化,https://shop.epwk.com/9w56er97kdv1/,,,,,,,,,,,,,,,,,,,创意短视频
【动画设计】动画小视频制作一期,https://task.epwk.com/748223/,1909人,1人,¥20000,圆满完成,vitorru,项目:动画小视频称呼:陈女士地区:杭州（本地或省内）需求:客户是做康复机器人的，需要做一个三分钟左右的动画小视频，时间比较紧7月份要出产品，三个系列，6款产品，杭州，要求面对面沟通，针对目前的产品，做一个初步的报价，还有周期预算：需要报价,2019-05-17,2019.05.17,任务编号：748223,20000.0,30天,江苏省-南京市,江尚数字,https://shop.epwk.com/rp5z4q62jdx3/,,,,,,,,,,,,,,,,,,,动画设计
【企业宣传片】寻找广告制作团队帮助完成几分钟箱包视频广告,https://task.epwk.com/748117/,1688人,11人,¥5000,圆满完成,o5c90c2b38b000,现在有各类广告视频素材N条，要求广告制作团队根据故事情节和产品要求，将素材编辑成为4-5分钟短片，并配以解说词（我们来写）和背景音乐。广告主题是具有手工民族元素的箱包产品的宣传，要突出地域文化，还有产品的时尚使用性。我们在北京，也尽量寻找当地团队以便更好进行设计沟通，当然外地团队也作为选择范围。价格5000左右具体详谈,2019-05-16,2019.06.27,任务编号：748117,5000.0,"10天,10天,15天,10天,10天,5天,7天,3天,6天,3天","北京市-北京市-朝阳区,江苏省-南京市,山东省-青岛市,四川省-成都市-成华区,江苏省-南京市-建邺区,广东省-深圳市,辽宁省-沈阳市-市辖区,北京市-北京市-东城区,湖南省-长沙市,河南省-郑州市-金水区",玺睿（北京）广告设计有限公司,https://shop.epwk.com/78n96ymy2nkv/,,,,,,,,,,,,,,,,,,,企业宣传片
【三维动画】环保治理行业三维动画制作,https://task.epwk.com/745489/,2119人,1人,¥2720,圆满完成,mf152****9300,环保治理行业，文案可以提供，时间：5分钟内,2019-05-10,2019.05.13,任务编号：745489,2720.0,1天,四川省-成都市-武侯区,一维光影（四川）文化传媒有限公司,https://shop.epwk.com/qgdmj4gvqdke/,一维光影（四川）文化传媒有限公司,出售服务,https://shop.epwk.com/qgdmj4gvqdke/chushou/,企业,六品,38分,,,一维光影（四川）文化传媒有限公司,,,,,,,,,,三维动画
【企业宣传片】小视频拍摄一期款,https://task.epwk.com/745288/,1004人,1人,¥10000,圆满完成,vitorru,已经谈好 按事先谈好的来。勿扰,2019-05-10,2019.05.10,任务编号：745288,10000.0,7天,浙江省-杭州市-滨江区,橡树文化,https://shop.epwk.com/9w56er97kdv1/,,,,,,,,,,,,,,,,,,,企业宣传片
【创意短视频】视频剪辑,https://task.epwk.com/743693/,4139人,4人,¥1110,圆满完成,vitorru,多个小视频剪辑,2019-05-07,2019.06.11,任务编号：743693,1110.0,"5天,10天,5天","福建省-福州市-闽侯县,湖南省-长沙市-岳麓区,河南省-郑州市",青椒三维设计（福建）,https://shop.epwk.com/rp5z49w97dx3/,青椒三维设计（福建）,出售服务,https://shop.epwk.com/rp5z49w97dx3/chushou/,企业,五品,40分,,,青椒三维设计（福建）,,产品研发设计,"￥5600
            /起",三维建模,"￥100
            /起",三维仿真动画,"￥600
            /起",三维建筑动画,"￥22000
            /起",创意短视频
【图片处理】扣出一套沙发的图,https://task.epwk.com/741820/,3242人,50人,¥150,圆满完成,o5ca2ff0f33891,我这边需要扣出一套沙发的图，单独的，并且给组合放到实际场景中去，需要4到5个不同风格的场景图片！报价150块，觉得可以，我上传图片给你,2019-05-01,2019.05.05,任务编号：741820,150.0,"1天,2天,2天,2天,2天,1天,2天,2天,2天,2天,5天,1天","广东省-广州市-天河区,浙江省-金华市-义乌市,河南省-郑州市-金水区,福建省-泉州市-晋江市,河南省-郑州市-中原区,广东省-深圳市-南山区,上海市-上海市-奉贤区,广东省-惠州市-惠城区,天津市-县-宁河县,重庆市-市辖区,上海市-市辖区-奉贤区,湖北省-武汉市",su灿阳工作室,https://shop.epwk.com/78dljexgp5lx/,,,,,,,,,,,,,,,,,,,图片处理
【影视拍摄】书籍照片拍摄，5元一张，需要100张,https://task.epwk.com/741108/,2104人,1人,¥500,圆满完成,o5b86620c6fd10,拍摄书籍照片：我会给几个参考，5元一张多多益善！具体要求：1、图片清晰无模糊，周围可以布景，摆放小物件。2、书籍上无字（请自行后期去掉字），空白即可。3、图片最终输出尺寸为1080x1920像素，分辨率为72，单张图片大小不低于500k参考图片如下主要用作抖音书单视频制作的素材,2019-04-29,2019.05.07,任务编号：741108,500.0,7天,北京市-北京市-丰台区,北京冀鹏扬天科技有限公司,https://shop.epwk.com/p05qj7qq3dev/,北京冀鹏扬天科技有限公司,出售服务,https://shop.epwk.com/p05qj7qq3dev/chushou/,企业,四品,40分,,,北京冀鹏扬天科技有限公司,,,,,,,,,,影视拍摄
【图片处理】照片处理，需要把照片的字体看清,https://task.epwk.com/740859/,2364人,8人,¥300,圆满完成,o5cc5b7a7b2934,需要一个处理照片的高手，需要把照片里面的一些小字体看清楚,2019-04-29,2019.05.01,任务编号：740859,300.0,"3天,1天,1天,1天,1天,2天,2天,2天","云南省-昆明市-官渡区,广东省-中山市,广东省-广州市,广东省-深圳市-市辖区,山东省-烟台市-福山区,北京市-北京市-朝阳区,广东省-广州市-天河区,贵州省-遵义市-红花岗区",颜林时创,https://shop.epwk.com/4rn8qzzj1ngm/,,,,,,,,,,,,,,,,,,,图片处理
【创意短视频】一个一分钟的视频剪辑,https://task.epwk.com/739998/,2394人,1人,¥100,圆满完成,qq445****39,一个1分钟的视频剪辑任务，视频及背影音乐素材、文字稿已经准备好，不要求人物出镜，只剪辑合成到1分钟就行了,2019-04-26,2019.05.01,任务编号：739998,100.0,3天,四川省-成都市-武侯区,一维光影（四川）文化传媒有限公司,https://shop.epwk.com/qgdmj4gvqdke/,一维光影（四川）文化传媒有限公司,出售服务,https://shop.epwk.com/qgdmj4gvqdke/chushou/,企业,六品,38分,,,一维光影（四川）文化传媒有限公司,,,,,,,,,,创意短视频
【企业宣传片】英语教学场景视频制作,https://task.epwk.com/739805/,1115人,1人,¥800,圆满完成,o5cc268e732a8f,时长：两三分钟平台：微信内容：军训会期间英语教学，例如外宾安检，外宾突发疾病应急的场景。英语部分可用中文替代。受众：单位员工能学习到场景英语，行业外其他关注者。支持：演员中外都有，场景设备都可配合剧本。随心发挥。环节：片头+每篇几个重点单词交稿时间：最好两天.合作的好，之后还有九期。（工期紧，做不到的请勿联系，耽误彼此时间）风格：可以轻松搞笑，配音可以类似日和，王大锤类。也可以自由发挥。但要维护单位正面形象，不可太过。先要剧本后期要分镜，分镜价格可额外付。交稿时间：2019年4月29号上午10点之前,2019-04-26,2019.04.29,任务编号：739805,800.0,3天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",企业宣传片
【企业宣传片】景区宣传片制作,https://task.epwk.com/739814/,932人,1人,¥550,圆满完成,k8808****40,景区，客户自己有素材，想后期制作一个景区宣传片。,2019-04-26,2019.04.26,任务编号：739814,550.0,2天,北京市-北京市-海淀区,闪旺工作室,https://shop.epwk.com/omdwk3g3wdrp/,,,,,,,,,,,,,,,,,,,企业宣传片
【企业宣传片】mg动画视频制作,https://task.epwk.com/738716/,926人,1人,¥1800,圆满完成,o5cbf15ada0276,我想做一款mg动画视频，时长约一分钟，内容流畅生动，有一定的感染力。已谈好,2019-04-23,2019.04.29,任务编号：738716,1800.0,7天,四川省-成都市,肆月动画工作室,https://shop.epwk.com/z2nkzx972nqy/,,,,,,,,,,,,,,,,,,,企业宣传片
