标题,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【别墅设计】小别墅设计,3803人,7人,5000-10000元,圆满完成,别墅设计,凤归来兮,1、任务概况:小别墅设计，施工图、平面布局图、装修设计、外观效果图、装修效果图。2、任务背景:用地坐北向南，13米门面，深6米。北面、西面、南面可采光，西南为邻居屋地不能采光。3、设计风格:现代风格。4、设计要求:三层半，一楼两个车位，一个卫生间；二楼客厅、餐厅、厨房、卫生间、一个小房间；三楼一个主人房套房，两个客房。,2017-12-19,2018.07.02,任务编号：564609,5000.0,"10天,30天,10天,40天,7天,30天,30天","广东省-广州市-天河区,上海市-市辖区-闵行区,黑龙江省-哈尔滨市-平房区,江苏省-南京市-浦口区,河南省-南阳市-卧龙区,浙江省-金华市-义乌市,重庆市-重庆市-渝北区",阅城设计,企业,五品,60分,,,插画设计,"￥3000
            /件",室内设计,"￥5000
            /套",房屋建筑设计,价格面议,,,,,,,,,,,,
【施工图设计】网咖施工图及效果图设计,1631人,1人,1万-2万元,圆满完成,施工图设计,o59c0bafab8120,主题网咖，需设计效果图及施工图，时间紧,2017-12-18,2017.12.22,任务编号：564557,10000.0,1天,福建省-泉州市-市辖区,白水盐,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】室内装修设计 200平方复式楼,2020人,3人,3000-5000元,圆满完成,效果图设计,o5932ce7e7737d,室内装修设计方案，效果图、全套施工图、家装指导，已有平面图， 200平方复式楼，简约设计，预算不超过20万元。,2017-12-10,2017.12.28,任务编号：561762,3000.0,"30天,18天,3天","江苏省-连云港市-灌南县,广东省-广州市-天河区,安徽省-合肥市-包河区",金蝉设计工作室,工作室,五品,40分,,,现代风格带点北欧元素,"￥1000
            /套",简欧设计,￥1,地中海效果图,￥1000,室内设计,￥2000,出效果图,"￥300
            /件",图纸设计,"￥500
            /次",装修,"￥1500
            /次",,,,
【效果图设计】办公室正视图设计,1761人,7人,1000元以内,圆满完成,效果图设计,o5a1d10ceee297,需要画一个很简单的办公室正视图 要求是 不是很现代化的企业办公室（我有样子图片），突出是多人办公室   正视   用作一个小品舞台背景图片。预算400内。,2017-11-28,2017.12.04,任务编号：557884,500.0,"3天,3天,2天,2天,1天,1天,1天","上海市-市辖区-嘉定区,河南省-南阳市-卧龙区,内蒙古自治区-包头市-九原区,福建省-厦门市-集美区,湖北省-武汉市-洪山区,湖北省-武汉市-汉阳区,四川省-成都市-青羊区",上海暔尚广告设计公司,企业,二品,65分,,,ps平面设计包装宣传单册广告logo彩页画册喷绘排版易拉宝海报设计,价格面议,客厅电视背景墙装修效果图片制作家装室内设计图服务家居房子吊顶,价格面议,高端VI设计 品牌形象VIS设计 公司logo企业全套视觉识别系统设计,价格面议,招牌设计 店面门头设计效果图 实体店铺设计 广告牌匾 门面设计,"￥100
            /起",高端包装设计化妆食品饮料彩酒袋定制瓶贴纸外盒茶叶产品平面设计,"￥100
            /起",公司企业平面设计广告产品宣传册画册设计海报传单三折页设计印刷,"￥100
            /起",,,,,,
【园林设计】园林植物编排设计,3425人,6人,1000-3000元,圆满完成,园林设计,danieliao,"目的: 共有4份同樣面積的CAD平面圖, 如附件A, 為平面圖的綠化區進行植物配置的設計, 設計方式可參考附件B(可視其為驗收樣板)。要求: 1. 找出平面圖 (如附件A) 中所有的綠化區(如花槽、草地等), 針對其做植物編排設計, 參考附件B 的編排方式。2. 如附件B, 只需在綠化區以不同顏色區分種植區的不同植物, 無需標示植物種類, 植物種類由我司後期標示。3. 各顏色區域的植物需標示其面積, 以便日後我司計算植物數量。4. 提供4份平面圖的綠化區總面積。5. 設計完成後, 需把大圖切割成若干個小區域, 以jpg呈現, 如附件C。6、工期4天完成",2017-11-27,2017.12.11,任务编号：557547,2000.0,"3天,4天,3天,4天,4天","福建省-厦门市-湖里区,广东省-深圳市-福田区,湖北省-武汉市-武昌区,安徽省-合肥市-包河区,上海市-市辖区-黄浦区",走心建筑设计,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】室内装修设计方案,2758人,8人,3000-5000元,圆满完成,效果图设计,mf138****4166,室内装修设计方案，打算效果图跟施工图都要做，280-290平，简单中式就可以了，江苏，别墅设计，没有预算，,2017-11-03,2017.12.19,任务编号：549996,4280.0,"20天,7天,5天,10天,5天,7天,10天","北京市-北京市-朝阳区,河南省-南阳市-宛城区,湖北省-十堰市-张湾区,河南省-焦作市-解放区,北京市-北京市-朝阳区,福建省-莆田市-涵江区,广东省-佛山市-顺德区",唐美硕品牌设计工作室,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】六层居住楼外观设计,2137人,4人,1000-3000元,圆满完成,单身公寓设计,o59e41dc13dd0d,六层楼，1200平米，楼内布局设计已经完成，需要高手对外观进行美化 调整。主调为灰和白。楼前有200平院子，准备种花草树木。特别要求进院看到的楼面雅致 大方 简约。红线图，设计图 无法上传。请微信联系。用邮箱发送。,2017-10-17,2017.10.29,任务编号：544479,1000.0,"5天,10天,4天,5天","湖北省-十堰市-张湾区,北京市-北京市-东城区,陕西省-汉中市-汉台区,广东省-云浮市-郁南县",逸品装饰,个人,七品,40分,,,卧室,"￥300
            /起",店面设计,"￥500
            /起",欧式,"￥500
            /起",室内外设计,"￥500
            /起",效果图制作,"￥50
            /起",,,,,,,,
【其他家装服务】69平 两室两厅半装修,2812人,1人,2万-5万元,圆满完成,其他家装服务,大棚,龙岗69平 两室两厅半装修，材料均自购。承包商负责人工水泥沙子。,2017-09-24,2017.09.27,任务编号：538256,24200.0,2天,广东省-深圳市-福田区,o59506f696af3e,,,,,,,,,,,,,,,,,,,,,,,
【新房装修】阳台装修改造,1574人,1人,3000-5000元,圆满完成,新房装修,大棚,阳台需要外扩2米，需要钢固定，需要现场评估，要求之前有过经验,2017-09-19,2017.09.22,任务编号：536517,4200.0,2天,广东省-深圳市-福田区,liszky,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】房屋装修设计,2713人,6人,3000-5000元,圆满完成,单身公寓设计,大棚,深圳某房产装修，面积约190平，4室2厅，要求设计，并对空间所需摆放的物品进行设计，油漆选用 浅蓝、米黄、白色。,2017-09-18,2017.09.22,任务编号：536343,4500.0,"3天,5天,5天,8天,7天,5天","广东省-深圳市-南山区,湖北省-十堰市-张湾区,广东省-深圳市-龙岗区,广东省-广州市-越秀区,广东省-广州市-天河区,重庆市-市辖区-万州区",o595902bbcbcec,,,,,,,,,,,,,,,,,,,,,,,
【园林设计】创客园的装修,3122人,3人,2万-5万元,圆满完成,园林设计,大棚,创客园的绿化，和假水池设计和制作。详情电话联系,2017-09-16,2017.09.19,任务编号：535736,24400.0,"2天,15天","广东省-深圳市-福田区,河南省-南阳市-宛城区",o59506f696af3e,,,,,,,,,,,,,,,,,,,,,,,
【店铺厂房】店铺装修效果图设计,1652人,1人,1000-3000元,圆满完成,店铺厂房,o59acb595b7185,店铺装修效果图任务要求：1、30平方米店铺2、预算：1000~2000元3、装修风格：已有可参考模板4、出360°全景效果图，CAD平面图5、一周交付初稿,2017-09-04,2017.09.13,任务编号：531706,1500.0,3天,天津市-市辖区-南开区,艺席话文化传播有限公司,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】别墅小院小木屋效果图,3003人,22人,1000元以内,圆满完成,效果图设计,mf155****5682,别墅小院小木屋效果图，报价联系,2017-09-04,2017.09.15,任务编号：531603,300.0,"3天,10天,3天,8天,30天,3天,4天,3天,5天,8天,4天,6天","河北省-保定市-南市区,甘肃省-兰州市-安宁区,广东省-广州市-天河区,浙江省-杭州市-上城区,广东省-惠州市-惠城区,广东省-深圳市-福田区,河南省-开封市-郊　区,福建省-厦门市-思明区,重庆市-市辖区-渝中区,北京市-北京市-朝阳区,河南省-开封市-市辖区,江苏省-徐州市-泉山区",石头工作室,,,,,,,,,,,,,,,,,,,,,,,
【店铺厂房】专柜效果图设计,1531人,1人,1000元以内,圆满完成,店铺厂房,华韶,专柜效果图修改，原已经做好的效果图（详效果模板）。因平面布局变动（如图2-平面布局），平面尺寸详（图一尺寸）现要求按效果图模板，将新平面布局改动后的效果图做出来。,2017-08-30,2017.09.02,任务编号：530549,388.0,1天,河南省-南阳市-卧龙区,南阳佳誉设计工程有限公司,,,,,,,,,,,,,,,,,,,,,,,
【其他建筑设计】大厦一楼客服大厅设计,1966人,2人,5000-10000元,圆满完成,其他建筑设计,骇客,本项目位于福田CBD，一楼层高10米，面积约2000平，需要针对绿化和格局进行设计。,2017-08-29,2017.08.31,任务编号：529985,9680.0,"2天,15天","广东省-深圳市-福田区,广东省-广州市-市辖区",liszky,,,,,,,,,,,,,,,,,,,,,,,
【办公空间】办公室装修设计和施工,2198人,2人,2万-5万元,圆满完成,办公空间,骇客,办公室面积约90平，设计效果图，并简单装修，地址深圳布吉，可现场前来看下,2017-08-26,2017.08.28,任务编号：529381,23980.0,"3天,6天","广东省-深圳市-盐田区,北京市-北京市-朝阳区",大棚,,,,,,,,,,,,,,,,,,,,,,,
【其他家装服务】农村自有土地建房一层房屋设计,2785人,5人,3000-5000元,圆满完成,其他家装服务,mf139****9509,农村自有土地建房子说明：1、院子总共东西长12米，南北长12米，南东西全是别人的房子，北面是别人的院子。2、建一层平房，要求房子南北不大于7.5米（想院子大点，种点树木，院子大点最好），东西不大于11米，因为北东西都要给别人留滴水地方。3、院子不要太小，院内设小型一体化的化粪池和渗井，化粪池出来的污水进渗井，村里没有排水系统，将来可能建设，要预留好。4、房屋平面按照草图示意做，外立面可以参照图片（不过图片东西方向是反的）。要求瓦房，屋檐不能探出多（只许在滴水内）。5、做出一套效果图，结构图、施工图和水电图和室外下水图。6、可以加微信，详细咨询。请认真仔细。,2017-08-26,2017.09.05,任务编号：529298,3000.0,"7天,5天,5天,7天,7天","广东省-广州市-天河区,湖北省-黄冈市,广东省-广州市-天河区,广西-梧州市-藤　县,河北省-石家庄市",阅城设计,企业,五品,60分,,,插画设计,"￥3000
            /件",室内设计,"￥5000
            /套",房屋建筑设计,价格面议,,,,,,,,,,,,
【办公空间】办公司室内设计,1909人,1人,1000-3000元,圆满完成,办公空间,o598c116f722e5,35平，办公司室内设计，陕西，不需要装修，只需要设计,2017-08-10,2017.09.04,任务编号：524849,1287.0,3天,广东省-广州市-番禺区,核心力品牌设计,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】港口闸口效果图设计,1634人,1人,3000-5000元,圆满完成,单身公寓设计,yangcz0196,需要根据现场照片做类似附件的效果图，最好是厦门或者山东烟台的服务商。,2017-07-24,2017.07.31,任务编号：519564,4000.0,1天,河北省-保定市-市辖区,石头工作室,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】家装效果图设计,2602人,15人,1000-3000元,圆满完成,效果图设计,o59715fd21ac35,我有一份cad平面图和施工图，但是需要生成效果图。面积170平左右，本人在福建厦门，谁有时间帮忙。,2017-07-21,2017.08.02,任务编号：518828,1000.0,"3天,5天,2天,15天,3天,7天,2天,5天,3天,3天","重庆市-市辖区-万州区,重庆市-市辖区-沙坪坝区,江苏省-无锡市-江阴市,重庆市-市辖区-渝中区,云南省-昆明市-市辖区,广东省-广州市-天河区,湖北省-十堰市-张湾区,江苏省-连云港市-新浦区,福建省-厦门市-湖里区,山东省-淄博市-张店区",饭饭设计@_@,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】舞蹈室的效果图,3423人,15人,1000-3000元,圆满完成,效果图设计,o58b29452ad34e,舞蹈室的效果图，只做效果图，前台，接待区，展示，形象墙，广告外墙，办公室，鞋帽间，一整套，最好厦门的，到到现场看的，,2017-07-05,2017.07.17,任务编号：514953,1500.0,"3天,30天,10天,5天,5天,5天,15天,1天,8天,49天,5天,7天","安徽省-宿州市-灵璧县,福建省-莆田市-城厢区,广东省-广州市-天河区,江西省-南昌市-南昌县,河南省-开封市-市辖区,安徽省-合肥市-蜀山区,河北省-石家庄市-裕华区,山东省-青岛市-崂山区,湖北省-武汉市-市辖区,江西省-吉安市-遂川县,北京市-北京市-东城区,江苏省-苏州市-虎丘区",瀚道空间设计工作室,工作室,七品,38分,,,,,,,,,,,,,,,,,,,,
【店铺厂房】光头强消防主题店面装修效果图设计,3318人,11人,1000元以内,圆满完成,店铺厂房,sanq88,原来店里主营消防水电安装材料（包括消防器材，消防工程的安装材料：管道，配件，消防喷淋系统，消火栓水带，水枪等）由于现在店面所处位置创建文化创意产业园，所以准备将店面升级成为消防主题产品展示，以符合文化创意的要求。本次设计内容为光头强消防主题店面装修效果图，需要符合消防主题，并配合我店的光头强logo进行设计包括：1.门面设计2.店内设计现阶段主要是要求效果图，拿给领导审核店面面积大概96平方，宽大概8米，深12米，高度在6米左右店面广告牌大概为8米宽，2.5米高最好是光头强动漫形象加消防主题,2017-06-26,2017.07.11,任务编号：512633,400.0,"3天,5天,4天,5天,5天,1天,5天,7天","安徽省-合肥市-庐阳区,安徽省-宿州市-灵璧县,河北省-石家庄市-市辖区,福建省-厦门市-湖里区,江苏省-连云港市-灌南县,河南省-开封市-市辖区,北京市-北京市-门头沟区,山东省-济宁市-金乡县",极致视觉,,,,,,,,,,,,,,,,,,,,,,,
