标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【效果图设计】家居窗帘展示效果图PS后期处理,https://task.epwk.com/390092/,5704人,8人,¥300,圆满完成,效果图设计,mf186****4088,1.有一定布艺窗帘知识，以展示窗帘为主2.数量：不定3.制作周期：待定；预算：300一张；4.需要服务商提供3D模型图，窗帘垂感，材质，造型，低调奢华感效果展示出来5.提供窗帘大图，或裸窗图（后期PS）6.主题：环保，风格：简美简欧，材质：棉麻7.需要印刷，规格A3+8.具体详谈，有兴趣的服务商联系我；可以长期合作,2015-11-08,2016.02.09,任务编号：390092,300.0,,,现货视觉设计,https://shop.epwk.com/89dvgyjx4dl2/,现货视觉设计,出售服务,https://shop.epwk.com/89dvgyjx4dl2/chushou/,工作室,五品,40分,,,现货视觉设计,,室外建筑表现（效果图）,￥600,室内公装表现（效果图）,￥250,室内家装表现（效果图）,￥200,室外景观表现（效果图）,￥600,,,,,,,,,,
【效果图设计】24小时便利店效果图设计,https://task.epwk.com/388913/,10071人,19人,¥700,圆满完成,效果图设计,mf156****9572,安欣24小时便利店。要求色彩明亮，简洁大方。效果图上要显示有ATM提款机。包含室内效果图和室外形象。面积大约在90平。,2015-11-02,2015.11.29,任务编号：388913,700.0,,,现货视觉设计,https://shop.epwk.com/89dvgyjx4dl2/,现货视觉设计,出售服务,https://shop.epwk.com/89dvgyjx4dl2/chushou/,工作室,五品,40分,,,现货视觉设计,,室外建筑表现（效果图）,￥600,室内公装表现（效果图）,￥250,室内家装表现（效果图）,￥200,室外景观表现（效果图）,￥600,,,,,,,,,,
【软装设计】客厅大理石背景墙设计,https://task.epwk.com/385267/,8410人,15人,¥100,圆满完成,软装设计,sugleyu,装修风格：现代简约装修.整体颜色：黑白.背景墙材质：大理石.背景墙大小：4.1米 * 2.44米要求：大理石背景墙造型简单大方，要与整体风格和谐。方案可以是网上已有的案例，要有效果图。最好是有设计能力的人来承接，这样可以将本人的一些想法融入进去。如果满意，可合作房子的整体设计方案。,2015-10-15,2015.11.14,任务编号：385267,100.0,,,G设计,https://shop.epwk.com/78n96vrk8nkv/,G设计,出售服务,https://shop.epwk.com/78n96vrk8nkv/chushou/,工作室,九品,40分,,,G设计,,效果图制作,价格面议,,,,,,,,,,,,,,,,
【店铺厂房】手机专柜的装修效果图设计,https://task.epwk.com/377640/,3138人,4人,¥200,圆满完成,店铺厂房,诚信伟业,整体尺寸为（7200*3000）mm手机专柜的效果图！ 要求：1图大概式样 将图2 做到图1最右边位置，放2个 ， 图一左边柜台设计成挂配件的挂架 下为地柜高度大概600mm ，地面为地板， 手机柜台5节 体验台2节， 配件挂架和手机柜台直角对接，logou为三星，苹果，华为等,2015-09-05,2015.09.18,任务编号：377640,200.0,,,金蝉设计工作室,https://shop.epwk.com/78n96jkq0nkv/,金蝉设计工作室,出售服务,https://shop.epwk.com/78n96jkq0nkv/chushou/,工作室,五品,40分,,,金蝉设计工作室,,现代风格带点北欧元素,"￥1000
            /套",简欧设计,￥1,地中海效果图,￥1000,室内设计,￥2000,出效果图,"￥300
            /件",图纸设计,"￥500
            /次",装修,"￥1500
            /次",,,,
【其他家装服务】家装设计，帮忙选灯、选客厅餐厅墙上的画以及选儿童房床头的画,https://task.epwk.com/375832/,3614人,5人,¥100,圆满完成,其他家装服务,o55dec586688e9,本人装修欧式风格，主卧30平米，白色床白色衣柜，墙纸浅色，想选一款灯具，欧式，水晶可选，请附购买链接,2015-08-27,2016.02.02,任务编号：375832,100.0,,,mf53552babd513d,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【施工图设计】新房平面图设计,https://task.epwk.com/375541/,5371人,7人,¥300,圆满完成,施工图设计,M1332****552,使用面积140平米新房装修，需要施工图设计。风格是新中式，有参考图片。先悬赏平面布置图，从选中者中再直接雇佣承接全套图纸。全套图纸1000元（不含平面赏金）。,2015-08-26,2015.09.07,任务编号：375541,300.0,,,福州汇思装饰工程有限公司,https://shop.epwk.com/4rn8q13wgngm/,福州汇思装饰工程有限公司,出售服务,https://shop.epwk.com/4rn8q13wgngm/chushou/,企业,六品,70分,,,福州汇思装饰工程有限公司,,新房装修,价格面议,,,,,,,,,,,,,,,,
【店铺厂房】鞋店装修效果图,https://task.epwk.com/373046/,5472人,5人,¥200,圆满完成,店铺厂房,pitdoor,"1、尹贝琳EnBerin鞋业连锁店。
2、在商场里面。
3、装修风格:韩欧式。
要求：对着通道要吸引人。可以有雷同，但不能抄袭。具体尺寸见图片。",2015-08-15,2015.09.18,任务编号：373046,200.0,,,水溶商业空间设计,https://shop.epwk.com/omdwkxj2wdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【展台展厅】急征！珠宝品牌展示厅效果图设计,https://task.epwk.com/357460/,1400人,16人,¥1000,圆满完成,展台展厅,秘密类,具体要求看附件希望大家多多参与，这个任务只是设计效果图，我们将会再次雇佣中标者完成后续工作，赏金丰厚！,2015-06-03,2015.07.08,任务编号：357460,1000.0,,,乾芝品牌视觉,https://shop.epwk.com/81n41pe80np6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【软装设计】公司形象墙设计方案,https://task.epwk.com/356817/,7808人,11人,¥200,圆满完成,软装设计,千目市场研究公司,"1.公司新装修办公室,进门入口处准备建一个形象背景墙,250CM宽 270CM高.背景墙用料可以在设计方案注明.2.公司有两个名称,一个是珠海千目市场研究公司,另一个是珠海千目文化传播有限公司,主营业务也是 市场研究与文化传播.要求简洁的排版方案  排版可以点突出千目（字体转换也行）和LOGO  然后市场市场研究与文化传播可以附上。附件有我们的LOGO。3.背景墙简洁明了,用水晶字或其它字体都行，背景墙颜色与字体协调，不要太花稍。4.下面有几个案例可以供参考,有一个也是我们正在用的供参考.",2015-06-01,2015.06.13,任务编号：356817,200.0,,,公牛设计,https://shop.epwk.com/j7n3803w25e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他家装服务】提供设计平面图,https://task.epwk.com/354167/,7796人,14人,¥250,圆满完成,其他家装服务,mf136****6626,对附件的设计平面图不满意，要求如下：1，收纳空间要多2，主卧室门不能对着大门3，主卧室必须要有更衣间4，儿童房改成书房，但必须同时具备临时居住功能5，餐厅要有备餐台居住人员一家三口，无老人。,2015-05-20,2015.07.10,任务编号：354167,250.0,,,艺术居室Artful Space,https://shop.epwk.com/7lngq831rdmr/,艺术居室Artful Space,出售服务,https://shop.epwk.com/7lngq831rdmr/chushou/,工作室,九品,40分,,,艺术居室Artful Space,,餐饮装修设计空间,￥9,展台展厅设计项目,"￥9
            /套",店铺装修设计项目,"￥9
            /套",二次深化装修施工图,"￥69
            /套",室内装修施工图制画,"￥9
            /套",室内装修效果图制做,￥66,二手房局部改造装修设计,￥9,新房室内装修设计,￥9,别墅室内外装修设计,￥1999
【新房装修】阳台园艺的产品结构设计,https://task.epwk.com/351821/,5882人,8人,¥1200,圆满完成,新房装修,Mr156****6166,现在都市雾霾笼罩着城市，回到家里希望有一抹绿色在自己的眼前。组合式种植箱：可以自由组合很多种形状，结构简单坚固，由两三个零件组成为佳，拼装起来要简单易行，不管是小孩、老人、女生都能轻松而简单愉快的完成，尺寸要适宜。,2015-05-10,2015.11.09,任务编号：351821,1200.0,,,蓝腔白调工作室,https://shop.epwk.com/zqdpl9796n1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】急！设计200平方办公室平面布局方案只要平面图,https://task.epwk.com/339945/,17917人,9人,¥500,圆满完成,效果图设计,mf181****8808,户型：A1-11、A1-10、A1-09共三间，位于整栋写字楼的西南方向，需要设计平面方案图以便装修，内墙都可以砸，A1-11、A1-10户型上方的走廊可以占用，办公用途：广告公司面积：200平方要求：有3间以上独立办公室，1间会议室，有12人以上的大办公室，有吧台及接待空间。其它未提及要求请您以专业设计师的角度定！,2015-03-23,2015.04.12,任务编号：339945,500.0,,,道瑞公司,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】服务站建筑效果图设计,https://task.epwk.com/338413/,4718人,5人,¥500,圆满完成,单身公寓设计,M1528****067,"要求：设计两个建筑效果图1,15平方及40平方两种服务站建筑设计2.建筑采用轻钢和玻璃搭建3.建筑用于便民服务站功能，一侧或多侧可打开成为可对外经营门面。4.建筑内最好能有可收缩的货架支出建筑用于陈列货品。5.两个设计都需要打开门面和关闭门面的两种图样。6.该效果图不需要用于施工使用，只用于外观和效果展示7.图样清晰，色彩鲜明，样式美观大方。",2015-03-17,2015.04.18,任务编号：338413,500.0,,,公牛设计,https://shop.epwk.com/j7n3803w25e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】便民服务站LOGO和VI设计,https://task.epwk.com/338409/,3138人,2人,¥500,圆满完成,单身公寓设计,M1528****067,"任务需求一、设计项目：1.LOGO、包装、名片、工作人员围裙VI。二、品牌名称：中文：12349居家养老服务站三、背景介绍：12349是服务热线，该服务站主要为老人和社区居民提供便民服务，并经营电子菜篮订菜业务。四、设计要求整体设计1、设计要求简洁明快、主题突出、寓意深刻（并附上创意说明)。2、表现要求活泼灵动富有想象力。3、生动活泼、易于传播、易于识别、易于记忆。 以上只是建议，方案最终还是由设计人员自由发挥，设计人可根据自己的理解和想象进行大胆创作！五、知识产权的说明：1.所设计的作品应为原创，未在国家商标局注册过，未侵犯他人著作权；如有侵犯他人著作权，由设计者承担所有法律责任；2.中标设计方必须提供以上要求设计作品完整的方案；可用的矢量图源文件和所用到的字体、色号及说明，可进行修改、排版及印刷；中标的设计作品，我方支付设计制作费后，即拥有该作品知识产权,包括著作权、使用权和发布权等，有权对设计作品进行修改、组合和应用；3.中标作品的著作权和使用权归征集方所有，征集单位享有对方案进行再修改、展示、出版及其它形式的宣传等权益。任何单位和个人不得将中标方案进行宣传、出版、展览等，不得向第三方转让，否则征集单位有追究法律责任的权利；4.请参选作者自留底稿，征集结果公布后，未采用的作品即可自行处理。5.参加此任务者被视为同意以上声明。",2015-03-17,2015.04.18,任务编号：338409,500.0,,,宸蕴设计工作室,https://shop.epwk.com/rp5z41kk0dx3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【办公空间】办公室装修设计,https://task.epwk.com/334178/,4960人,7人,¥300,圆满完成,办公空间,zzjinzaghi,办公室装修设计，现代时尚设计，面积90平米，需要能放20-30个办公卡位。隔出2个办公室，一个会议室。,2015-02-26,2015.03.17,任务编号：334178,300.0,,,盛唐环艺设计馆,https://shop.epwk.com/89dvgoro4dl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】山西太原城中村自建房平面图纸及施工图纸,https://task.epwk.com/333789/,5048人,4人,¥100,圆满完成,单身公寓设计,lovecapture,想自建房子，具体宅基地四周情况见图，地下一层准备的功能是锅炉房（能烧火做饭，带卫生间，住人。亦可作商铺或仓库）地下一层预留集中供暖接口和煤气接口，通下水至小区地面污水井.地上一层大概是12*10左右的空间，三居室（两卫，分主卫和客卫）带客厅，餐厅，最好地下一层可以通往地上一层。地上二层准备盖一间房(带卫生间），其余做成露台还温室大棚（大棚内可以种少许菜，做一个贮水池，安装太阳能）地下一层和地上二层最好能建一个简易的升降梯，可以运送些煤炭和物资。宅基地南面邻居房屋高度约4.5米左右（距离现在我的院子水平，房屋建设需考虑冬季采光）电话：13663513588.QQ：620035146有事联系。以上是本人的一些想法，可以改动并提出合理化建议。平面图出后需出施工图。工程造价在15-20W左右，最好能省工。,2015-02-22,2015.05.15,任务编号：333789,100.0,,,启航设计工作室,https://shop.epwk.com/7lngq7e1wdmr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
